parameter_id,parameter_name,material_or_system,value,status,unit,source_title,source_url_or_doi,evidence_type,notes
P293,tesomex_workbench_creep_C1,KO/NFRI Li2TiO3 pebble-bed continuum,0.0002,extracted,ANSYS-consistent-unit-system,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_creep_parameter,"Table 6.5 and Appendix B Workbench recalibration. Must not be used outside the declared ANSYS unit system without dimensional conversion."
P294,tesomex_workbench_creep_C2,KO/NFRI Li2TiO3 pebble-bed continuum,2.8,extracted,dimensionless_exponent,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_creep_parameter,"Table 6.5 and Appendix B strain-hardening creep law."
P295,tesomex_workbench_creep_C3,KO/NFRI Li2TiO3 pebble-bed continuum,-0.65,extracted,dimensionless_exponent,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_creep_parameter,"Table 6.5 and Appendix B strain-hardening creep law."
P296,tesomex_workbench_creep_C4,KO/NFRI Li2TiO3 pebble-bed continuum,18000,extracted,K,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_creep_parameter,"Table 6.5 and Appendix B Workbench recalibration; appears in exp(-C4/T)."
P297,tesomex_fem_pebble_bed_thermal_expansion_table,KO/NFRI Li2TiO3 pebble-bed continuum,"T_C=0/50/100/150/200/250/300/350/400/450/500/550/600/650/700/750/800/850/900/950/1000; alpha_1_per_K=7.58e-6/7.58e-6/7.58e-6/7.58e-6/8.35e-6/8.35e-6/1.01e-5/1.01e-5/1.21e-5/1.21e-5/1.38e-5/1.38e-5/1.64e-5/1.64e-5/1.72e-5/1.97e-5/2.22e-5/2.47e-5/2.47e-5/2.47e-5/2.47e-5",extracted,"degC;1/K",Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_FEM_property_table,"Appendix B APDL isotropic alpx/alpy/alpz table in the Workbench material branch."
P298,tesomex_fem_pebble_material_mu,KO/NFRI Li2TiO3 pebble-bed continuum,0.02,extracted,dimensionless,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_APDL_parameter,"Appendix B APDL `mp,mu,peb,0.02`. It is retained with the APDL name because the exact contact assignment in the unavailable Workbench project cannot be independently audited."
P299,tesomex_fem_coolant_heat_transfer_coefficient,TESOMEX Workbench thermal boundary,2000,extracted,W/m2/K,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_FEM_boundary,"Section 6.3 describes an approximated mean helium-side heat-transfer coefficient of 2000 W/m2/K with constant bulk temperature. This is a model boundary parameter, not a direct TESOMEX measurement."
P300,tesomex_single_effect_creep_matrix,KO/NFRI Li2TiO3 pebble bed,"650C at 1/2/4 MPa including one 4 MPa repeat; 750C at 1/2.5/4 MPa; initial packing factor 63.2%; pebble diameter 1.0 mm",extracted,"degC;MPa;dimensionless;mm",Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_single_effect_creep_matrix,"Section 6.2.1 and Figure 6.2. The text reports 5.5% strain at 750C/4MPa after 15 h and approximately 1% saturation at 750C/1MPa after 13 h."
P301,tesomex_figure6p11_time_power_fit_a,KO/NFRI Li2TiO3 pebble-bed 750C/1MPa creep history,2.32879e-4,extracted,figure_axis_strain_per_s_power,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_figure_fit_annotation,"Figure 6.11 inset reports y=a*x^b with a=2.32879E-4. The plotted creep-strain axis is 0-0.02 and time is seconds; this figure value is retained exactly as shown and is not a new fit."
P302,tesomex_figure6p11_time_power_fit_b,KO/NFRI Li2TiO3 pebble-bed 750C/1MPa creep history,0.3573,extracted,dimensionless_exponent,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_figure_fit_annotation,"Figure 6.11 inset reports y=a*x^b with b=0.3573."
P303,tesomex_figure6p12_rate_strain_fit_a,KO/NFRI Li2TiO3 pebble-bed 750C/1MPa creep-rate relation,4.10976e-4,extracted,figure_axis_rate_coefficient,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_figure_fit_annotation,"Figure 6.12 inset reports y=a*x^b with a=4.10976E-4; the y axis is labelled micrometre per metre-second. No unit conversion is assumed in the parameter manifest."
P304,tesomex_figure6p12_rate_strain_fit_b,KO/NFRI Li2TiO3 pebble-bed 750C/1MPa creep-rate relation,-1.454,extracted,dimensionless_exponent,Investigation of Ceramic Breeder Pebble Beds Thermo-mechanics with Volumetric Heating and Temperature Gradients Representative of the Fusion Nuclear Environment,https://escholarship.org/uc/item/8bw768p3,published_figure_fit_annotation,"Figure 6.12 inset reports y=a*x^b with b=-1.454; this is also the Table 6.2 C3 value."
P305,tdem_contact_pair_cutoff_fraction_epsilon,ceramic breeder TDEM contact network,0.5,extracted,dimensionless,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_model_parameter,"Section 2.2 states that thermal contact pairs are included when h_ij is below epsilon R_ij and adopts epsilon=0.5 from prior network studies."
P306,tdem_effective_heat_transport_radius_fraction_chi,ceramic breeder TDEM contact network,0.71,calibrated_published,dimensionless,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_once_calibrated_model_parameter,"Section 3.1 calibrates chi once against KIT EU-reference experiments and keeps it fixed; the stated size support is 0.25-1.9 mm. It is not treated as a universal material constant."
P307,tdem_goodman_thermal_accommodation_constant_C,confined gas contact conduction,2.4,extracted,dimensionless,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_model_parameter,"Equation 15 uses the Goodman constant C=2.4 in the gas-solid thermal accommodation correlation."
P308,tdem_Li2TiO3_solid_internal_porosity,Li2TiO3 solid pebble material,0.08,extracted,dimensionless,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_material_model_input,"Table 3 reports p approximately 0.08 for the Li2TiO3 solid-property branches. This is solid-pebble porosity rather than bed void fraction."
P309,tdem_Li2TiO3_bulk_density_relation,Li2TiO3 solid pebble material,"3430*(1-p)",extracted,kg/m3,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_material_correlation,"Table 3 density relation with p approximately 0.08."
P310,tdem_Li2TiO3_solid_conductivity_Gierszewski_branch,Li2TiO3 solid pebble material,"(1-p)^2.9*(5.35-4.78e-3*T_K+2.87e-6*T_K^2)",extracted,W/m/K,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_material_correlation,"First Li2TiO3 conductivity branch in Table 3; T is absolute temperature and p is solid-pebble porosity."
P311,tdem_Li2TiO3_solid_conductivity_Saito_branch,Li2TiO3 solid pebble material,"[(1-p)/(1+(1.06-2.88e-4*T_K)*p)]*(4.77-5.11e-3*T_K+3.12e-6*T_K^2)",extracted,W/m/K,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_material_correlation,"Second Li2TiO3 conductivity branch in Table 3; T is absolute temperature and p is solid-pebble porosity."
P312,tdem_air_bulk_thermal_conductivity,stagnant air,"-1e-11*T_C^3-4e-8*T_C^2+8e-5*T_C+0.0241",extracted,W/m/K,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_gas_correlation,"Table 4 correlation fitted to the cited dry-air source; T is in degC."
P313,tdem_air_kinetic_molecular_diameter,stagnant air,3.66e-10,extracted,m,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_gas_property,"Table 4 kinetic molecular diameter used in the mean-free-path and Smoluchowski correction."
P314,tdem_air_molar_mass,stagnant air,28.96,extracted,g/mol,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_gas_property,"Table 4 molar mass used in the gas-solid thermal accommodation correlation."
P315,tdem_network_imposed_temperature_difference,thermal resistor-network RVE,1.0,extracted,K,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_model_boundary,"Section 2.1 states that the top-to-bottom imposed temperature difference is 1 K."
P316,tdem_network_RVE_height,thermal resistor-network RVE,20,extracted,mm,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_model_geometry,"Section 3 states that the assembly height is 20 mm; cross-section follows from solid volume and packing factor."
P317,tdem_RVE_particle_count,periodic ceramic breeder RVE,5000,extracted,particles,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_model_discretization,"Section 2 uses a periodic RVE of 5000 monodisperse particles. Particle count is a published model discretization rather than a material property."
P318,tdem_Li2TiO3_Young_modulus,Li2TiO3 model pebble,210,conflicting_published,GPa,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_mechanical_property,"Table 1 assigns 210 GPa to Lithium Metatitanate. The same group's 2019 ANN paper assigns 90 GPa to LMT; P341 records that conflict. This row is a published model branch, not a universal batch property."
P319,tdem_Li2TiO3_Poisson_ratio,Li2TiO3 model pebble,0.27,extracted,dimensionless,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_mechanical_property,"Table 1 Lithium Metatitanate Poisson ratio used by the Hertzian DEM model."
P320,tdem_Li2TiO3_model_density,Li2TiO3 model pebble,3180,extracted,kg/m3,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_mechanical_property,"Table 1 density for the Lithium Metatitanate model particles. This is kept separate from the porosity-based density branch in Moscardini 2018."
P321,tdem_published_hydrostatic_stress_range,ceramic breeder TDEM RVE,"0.025-5",extracted,MPa,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_simulation_envelope,"Table 2 investigated hydrostatic-stress envelope."
P322,tdem_published_pebble_radius_range,ceramic breeder TDEM RVE,"100-1000",extracted,um,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_simulation_envelope,"Table 2 investigated pebble-radius envelope."
P323,tdem_published_bed_temperature_range,ceramic breeder TDEM RVE,"25-800",extracted,degC,Influence of bed conditions on the effective thermal conductivity of ceramic breeder pebble beds using thermal DEM (TDEM),https://doi.org/10.1016/j.fusengdes.2020.111767,published_simulation_envelope,"Table 2 investigated bed-temperature envelope."
